,user_mean
qR09EUhlR6g_NU6u5gbI8A,3.18
KNnIvfklZwG5gdQduvVDMQ,4.0
XrIB_UxvYia4q_UTHpT_qA,3.44
4IWN6WJcl64L5myjks7i5A,3.57
7GAjxEA-OscXgPt7YFgkBw,3.88
R8Vm1249P4E-aZCuiEj7eQ,3.93
2DFK9ZlGM3KqNCJGAM4eZA,3.89
c4hrMkMwuXL1yLGHreXh8Q,3.86
QSzbhLINnOVxYEVhuTituA,4.14
WpG-g-bcIoi9s0n41gP85g,3.47
JGGXT447a5zVfanaIUb8uQ,4.16
g8a_CLScjHztpxY-Sp9_6w,4.5
d2RAl63RTdfZF7kcuKcj-g,3.94
QT-7jpsEuCR-pFro59KBtQ,4.48
vJw_UJQpR7eUI1fLqoZg9A,4.44
YpZNOuGQxY6uaDZ4zz-pyg,3.68
A2FF3rbujS4O760_400DVQ,4.27
j0CbgXhpwS8b7qKgZnPmWw,4.23
EXBOkXWPNYZk5HFBg5NbTQ,4.04
mSRwdGB_oMEIxtY7I0SU-A,4.04
nsWA8mR_Egp6HRqwCD3a3A,4.8
R2v0sYDFRv7pFCcMcR3Pgg,3.33
2URwvKJRHf68V1UncLVaZg,4.52
TVJP9jSapI_jVHJ89mmijA,3.71
bXpfj8725k6deWK6PZD-qw,4.22
tjbp15UbZ0yziMsZEqwabw,3.61
hkPF7XnOy92HQ8CCAIIEeA,3.97
fSRMo1gMhj89V_Av3KcCLQ,4.08
78Ed1ndOak2kmzljulPfBg,3.53
_p9EnnLQg6KDlIRU2fYEJA,3.21
qmwL0MoXt8i8mAyVnDRsGA,3.82
6ZLjNYVfOfAtkkC-64ADZQ,3.64
ydLUNjcGUl-nISKSrUUrGA,3.84
1R-XppdHQ0TtGq6E8oQVZA,4.56
JgDkCER12uiv4lbpmkZ9VA,3.43
Ksu2OeDaXiHurIX8gUHmkQ,3.78
Pc-6iaUA1hPkTZP2g4G0Hg,4.2
NdytAQjOvVt1Ro8-Z99ngw,3.86
QQUlKfw-MZGuOrf-B62wbg,4.1
yRalNhE4YSdOoKJ9n_a4uA,3.61
78SZGso0jVxf6aedF_fEkQ,4.6
qfKtIq30I6wzbokZ4IZ7VQ,4.12
BGES7BpBbFbQsLCBs2S2vQ,3.43
DrJnC62-eMRnFai6immsbQ,3.97
oQL0rmxlqHgkS9au43Et7w,3.64
kRH3HttbiNoD-BgomNVVtA,3.74
fKYP2YKR5yp_cNHPzBxxKw,4.09
uEG5uD9wMJixGWxaq34IEw,3.64
zoJBalZn3RwhbT4yike37g,3.33
22Uc2DaP180qQg5CdRsk5w,4.83
V6IrZrvfCY2P8JvH7FM-tA,4.35
eBFXojgTo2SWLtzv7jJlxQ,4.14
hjPDVLfQsghAHJv6jogDDA,3.56
hFHeUJAtYk618_S8VwjrFw,4.33
rTMsw1YYYQhzrXX9ovtLJw,3.66
aJfAJPoynVj-CBLGaXE22A,3.89
AhgwtvYd9guBRs6AZ3Vf5w,4.34
3FRzcb41y7LYr5yRMQSoqw,3.8
KbA2W8E9yzN1DZcgfmq7-A,4.67
IISK46iyEcjKa8vuywCD7Q,4.0
rrV_e67lv-vgPFbOSeYLZg,3.92
HTrWsW-JTi23miGSZDr3YQ,3.58
JXjU9EVUCJ1rmYKxzDXSlQ,4.3
jJlgHIU9ltclRKnhswpCvg,4.22
sR_mlVzYpvpunzwjRGJknQ,4.0
KVkXVIvm7OK334a1pBFIJQ,3.79
GMkF0yJWwFRVO9kiGOcojQ,3.36
x-mSKVfXouDx3qQQjMAHnQ,3.44
IdcwNulMu2xQN8JDvm67SA,3.57
Y87ZZCg10lZgx5NO0uqqSw,4.04
ytn7I5qqDfu-BEqYScr_DQ,3.64
VW7Fc5rqe7XjJdHOzMPo5A,4.57
UCQNrwN4_hHHTWYa8cqe_Q,3.54
qg9Jn8GeqQ8EuxNUFDshCg,3.25
gB_gGqag-UzEocdaNQjJEw,3.36
eXiHAxrnvE64j4wTEOTEMQ,3.9
q5bhK9xUH8rCE92I8fEGoQ,3.86
iU14TVKOsIdWYQLF7agLBA,3.9
WZCAwPXauKtNoAhHK2-pCA,3.37
Ha4pc2q3HqczrifpU2K7pg,4.42
AvzoWeiZ1yMZKlYU8jB2PA,4.22
LMqKXdbwYdCqCCF64QbVkA,3.94
WxQysGZlxxfVXy73ldm5EA,4.11
L0t8ESj83JaYTtvq5Si2ew,3.47
L-Ozz_VcyF8SIZmqkj8kAg,3.88
1PWFPOmqvLx3sGKuuKQr9Q,3.57
vUM21g3cPEdSlI89oDttgw,3.84
gq_G5VCDziyEV2-bzGuqzw,3.64
GJ81EquQfQKvS-eLRdr6aQ,3.41
6G8vLJUi1Ees2qC3RGA3Nw,3.24
IEFyvGVxFKhYJDyEV5Erog,3.48
9aEzLJUe-Fp2k3LQf3oOAQ,4.2
hW2XQMGHy5_TW7dnijZR6Q,3.64
Ljjm6q7GpfmerjcVaOC17Q,3.17
tDD9jKSahgku1MQYJ5E7xw,3.44
EtXoy2JEi6OH65_cZAr44g,4.09
zHH2Iz49wCZYYDLBTv0YOg,3.75
YIjGrzJRQVpoZNl1rGXQ9A,4.22
2qKgObPOV1kDl6U08Mjxyg,4.09
hduuRwJpz8gukqbFC26rcA,4.0
M7B2A90idij3HDfCvfEBWw,4.09
0N0ngSQ8Njxfuvdxm1RpFA,3.86
qltgvF9T14PALwgVh2WAmg,3.54
8oY8gmr4NYwHgiYjTjh7Rw,4.41
wFFT3aWlPYP92lFyneonAg,4.15
78akFsTwDcO0i0NlDZX3SQ,3.82
hpSXX0T80dpiTHeOIphFHA,3.88
POmSr4Es5XSJAFXFe89fNQ,4.4
tL3SD3P_fwIQXBgqBfVjBg,3.9
Oyp1qPyKoeP_YxuZV0DpBg,3.88
GnZWh25MyJD1d5FMKl3QmA,3.57
dRfuAF1X90yB-B8jTaqutg,3.81
PM7ZNU33Hq4cNziz8MURvA,4.32
frzG0-NIDVWmrTS_tOz8VA,3.58
uuqb4Hw78ftwK3wXomRslg,4.83
Q0eGJ635u79UgxOIUi8NLQ,3.92
oDnAAifb_2zj3Cekc5Kbeg,3.54
RP4BXE-IW_NHkBZRge6cQA,3.66
tWXC2aC53FKFXk957th76w,4.33
GrSixRnGIxNUJ1Cn5DNX9A,3.65
frEtELnTATd1BOD6Ndh0CQ,3.17
1fr8b_rv3xSzox6sN0mJ1A,4.11
tnaz6zW7sHsUhUtYYaZslg,3.73
EXZrHtmzdtDHtH9MPNEhkw,4.97
kuShIXalQPy0vqI_N7bz7A,4.0
Ts367xA-JqA4s13qY0awbg,3.63
e9d9EQqOd2-NlX8WFx0aEg,3.87
yZEz7ZHDt9MU7ehH9ecCQA,4.44
BVx7_5ox_erPCm2Id3Ncmw,4.03
tf-OyIJ87Hm8I7zF5CU26A,4.17
7oMqFG6Su53dtbkVnF80Gg,3.85
Mn9YYbeY_ydJ7NABALyYIQ,3.44
Sve2h1r-jOyaoGY2GYL0WA,3.97
AZbjArgpIignLmqX5pR7lw,3.96
4kPVOgRPApsSKJM9rFoX_Q,4.2
swJ6rmmGx4DCxosDfKTElw,3.51
5rTusmrW2GgC0_gvxBFNXQ,3.43
vMZnZlZRT5JvDurrj5rGFw,2.8
90emhwcear0v02FuxSgUfg,3.64
ROnKzhdfk1qj8qTVQkgkyA,3.78
6wpEHXevnaIZp2kUTUfhxQ,3.75
fH1vGTr23h6Z8ZLWqRYpEg,3.09
umzn9DZCaZZFz051G90vTQ,4.17
2OLdiDZNdrPkdjp1WmW0-w,3.29
fhV21-QB6n402-J9vR-7cQ,4.02
Ep-pBPnjCcKe8i5jso7l0w,3.71
0qIsBt4EzBDCKrIviV55Ew,3.86
ofQg505JkGomCSeo1U2Gug,4.1
8R_D8gXoLU2AjEs0dOxXow,3.2
C1OydCEr63NWLQ8lgepriw,4.08
U322_xjQjk7zFuIALsOFcQ,3.95
0JC7aBkxhV8by4iVGCU5Wg,4.2
wHKz3EjADr9pvyeZ5lPm7g,4.12
s5LMjF_PRt_vTM3FKV7FXg,4.33
uQlQmBcl4tOsnmX6cKjjpQ,3.91
9b5TY9v0-RibDNYUDqvDmA,3.81
6oZRgteievbfP0-fUhHWQg,3.61
qzPuRA7YdZGPQJmgkN6hMw,4.62
myqNiZDq6XzJerk8uXkw1A,4.0
7izaZThzAWk2UjrDTL849w,3.69
cKyPgaodxUTDIZkd90ihiQ,3.18
8lFmxaXLNmOkS_yqbe8XMA,3.66
kJyR4gT1pfCcNjEY9-YMoQ,3.04
_JUAxvr5DSEcHTvvXnUsxg,3.86
kWVXU5Z5Sj47J1OzocVMog,3.66
G9LX30zvtOMlRmQICPlAsQ,4.16
ehtcnF3Ebvq23p107LcsuA,3.5
y0StpDYShZqxGZQkTKg2ow,3.92
Ey3VjXX9CTwyY-KXysbBUw,3.65
ZvqmltZHjBB07PRfkA8_MQ,4.67
7hLw3qNZPc8uQdLuTxg_hA,4.33
duTNSjfU9i1uHXsetPyR3A,3.71
daIpWErq5JB0xkY6lvEmvw,3.75
PEmmEIagYJ5EfA8xfjWbOQ,4.02
eRtuJOuHBXoJ3GRlAe_eTw,3.56
lC0KGXmIhyjzghBUlVnkhQ,3.96
b0a6nLH0c8p5WJy1w7aO6Q,2.95
0o0VMEJeQY0pAAZ9nxErBA,3.77
lCqlVU-zS9IAuPB6XXlLyg,4.17
Z0w6C-21dwt1rXOhmepJJw,4.39
9ebaAGLVIgGKpDLFwmvaiQ,3.51
fSLyFeOWXc1Th_yY1BMYfw,4.4
JdKqWVYiqW9hsDXyR9a_SQ,3.25
HCBo0Kvfm9yXErR-YuqVGA,3.72
wpzKJORxvWVfXL7AdKjhvg,3.69
tDSDuMzwQiI44W8cfxU68Q,4.22
vLMwisRi7IWPooI9YZ1znA,3.4
q5nFaw9isjD_01PpVAR7hg,3.23
1jJktRMj1OfMDo-clbYvrg,3.31
RRTraCQw77EU4yZh0BBTag,3.9
OhBJc7XNr6sGYjE5VQnXOw,3.83
1u_jzMe9q3rHLUr8wb_GdA,4.81
Bz2igotNP00BeYeo32KaSw,3.81
PuvVkwHXoJQgFhTjYA5Qug,3.73
vUGTi-7GSlzfS62sHQ8svw,3.8
7o8ftQox8Usmik734CwGcQ,3.71
Aj3yUlDRle_VPMQP9UV5Ng,3.6
KaWduvyLhPyICEm8dJzLRA,3.17
mUUy72UfqmFj_krWclKELw,4.0
fczQCSmaWF78toLEmb0Zsw,4.0
4IxLt4QvCsJEdaNvH9QApw,3.75
nnMOnqA_7fx2zzw4-83R2Q,3.93
DMmskLAvRS4wZDQhXRL0Qg,3.89
x-VheAiykw0paUqUV0u2Ow,3.83
8ZchNx1nHZMXe1WpVTbDcw,3.67
oguZELseKCGWBFUjjH4CqQ,4.03
GN20gCrMHjXH7zdZ3AaAcA,3.88
z1mKuqGjQq24Fc4wGlXjXw,3.08
53Nh-_bsrQFUtj_pkFxu9g,3.25
JEjzUX-9ZjZl0nXs6kgc6w,4.09
fr9iXtm1uSQozPm5QmSb1A,3.7
KoM4FH9yymnmhKLVbKW4rQ,3.33
JCx3wTsBcN91i7uF1RM-aA,4.12
7cucTtf-UbtDxnvFnnb1jw,3.64
ZALzZWz4dYHyTGuBS8tFrQ,3.81
YSuXJX9LsyTF55LiP6lRrA,4.8
180tLY4YhUAuckejm5v53A,4.25
aUX_97sAEb5Hxzzq4Od4xQ,3.2
FGZkbk4G9lUfBrT4BlsyGg,3.89
KYCW5xpBif5eqt-jvIHTdw,3.94
oXBahXJCXUEATm5IVexw8A,4.31
Y66q9-Nggoo6W5BgoP5FbA,3.97
k7gP5z86RNFQuYAOTDAjXg,4.5
sVs1Fi-oKH2PUgPIGncdvA,4.27
dji-3ZSLA33ndPPYT0p7BA,4.07
BGzYj1GQ1gwIhd5cYIfU8A,4.26
bhETvq4n4oo6aa6w_dSMLg,3.89
gc4rNAgbGydNMAPJ85FZag,3.41
oy6fdscGSXY2gzRqF9pZxg,4.04
A4KzD8gwSlvJGvz7kSdCKQ,3.33
U_Ggu-0s5mn7VfnIlFAkkA,4.53
xTxoKlOIZaNoeCXbnUZTvA,3.83
qASPib1Z8ft8e96dtbh66w,3.77
EVeSej-_h18Riepz6ORHFA,4.5
aB_1_t8nAUHkS2nAFxcW0A,4.5
D9WIDdPgbOk8-ChvH_hUfQ,3.86
9JKuE7C9JMPY2KJum6hbbw,3.75
6nDl60XJ9oLXNTLuMVYAsw,3.88
h7Qhl6l7l1hd_IEdVcZJzw,3.6
5lq4LkrviYgQ4LJNsBYHcA,3.92
2l8rt0DwFiD-UAb303c0Dw,3.61
lkg88VwFxhzoxZlD2pDGig,3.7
ENJpS6i-s9hWiQg9ZGwevQ,3.89
htC0-TWvw582860ngnUR1w,3.0
jwqUwErUOGxtqBKadZDOcQ,4.22
gB5gmjulziNkE2brvm3w9Q,4.1
-F32Vl8Rk4dwsmk0f2wRIw,3.84
k9cMboDc6uqa-6BggMxxaA,3.56
06LFXTzxGQkYbJMlt-bBLQ,4.0
c_cY6fb5nbQbZVhVdSNv7Q,4.0
njEydjx43XGUVptxzviN4Q,3.55
KIDBCCT6KB8oI1Poj4NkmA,3.79
P8KlUtWEu-b6ZwM7XjuxBg,3.34
QjqO6Qg3m187XHHs1cznJQ,3.61
-l3JUkVxUj2e7Q9u42bzJA,3.87
sPDwsdNa22Y-52cbjiTyig,3.69
WV9oNBkcw3HvzEP45OHQVQ,3.55
CcdJ_VhU_zqe2fL7G3eXug,3.91
JcsgdLl4HcmAHMRhgsBK7Q,3.67
htUqnu_j9CmOqXxilbK4Sg,3.9
2bYed9QCeJfCekV4tPJABw,4.29
5c4p-A1sLBlpS1cPaMpdBg,4.11
SjV77DQ_tvqE0JKq7lX7jA,4.0
Jt_ym6LJrXXeI9yIUb7-9A,3.33
LqVbNZPV_MWvBnQKElcnLQ,3.6
xMl2HNZXgvzUFbX3ptonXg,2.88
wkPg_QWNOSmKKmZY1gOgwA,2.71
VO-AemelxZi83yS0FYvKIA,3.78
jIHaXo4-KR9kvh2J7eMkIA,3.27
upP6FTH739wJZTce4GTMbw,3.87
uZetl9T0NcROGOyFfughhg,4.29
ZRrDJPEoaD4lbLAxZKLzCw,3.22
rpy1G7NY-K7QbqS-RyULfQ,2.75
sM_5WWwzsKomERthYdmd7w,3.58
EGx1fKrOdfe592CoOfEXHA,3.43
t1yaeT8NRLZtNGfAMu8hWQ,4.07
K-kjPGv-6udTh9dUpb7YJw,3.95
vMwnJLV3yF07yJ06zdRgoQ,3.44
pJ6jtEZZAdqR_6L5Dy3FIg,4.86
eRhqwWWYneA3Wr_WYbmVGw,4.18
SBbftLzfYYKItOMFwOTIJg,3.7
Y6s9M0Cuf2j4HFsocX0GRg,3.83
acg4JUKcCvxL4usqHgCO2Q,3.75
Pk5T0OFCbl8mIKkKYyglWQ,3.6
zT0RnW-yPhXyz_GNap9Zpw,2.67
LP8JFPcEtA0ti8g_BRBX4w,3.75
snK49gWJBJHk7Of68aEbZg,3.9
Gu_tCn0lDuYBtd1NB1-Szw,3.65
tmTxuDadTVc-KFyhvPuseQ,3.58
DOt4Rvjz-jBgFPZKJQVNOw,3.48
sUmm3dJpeYqYVRa1UBoZdg,3.0
1IRyTTXa__KRxhxnz8fS5w,3.09
KwaNxPCinhUWD9W6r-2QfQ,4.91
AeucYo8J-rZjcq09Wuqsjw,3.93
e6jqQ_YXlGiLPi1z2HO0Pg,3.59
cosbiB3IZGD6-sRVbD7Thw,3.73
w4dgIzMwwZvKsHaC47Ox3A,4.63
ylF82_BakZ0aGYC-c0l9DA,4.31
Um1s2EbIGy28Jp_Yd7pFFg,4.0
HvaVgP0S0dFaCbBDIQIkag,3.68
ZsqSDOeYGb-DinY6x3-YgQ,3.67
kWIyajQP2mEv93yj34oemg,3.56
_LEQt7oTVjiaXyVHK_MM7g,3.68
opjBZ0ImnKv5eRNQZ-98DQ,3.66
vb33gUcOIIuYxp-U232jvQ,3.62
9qB4q1s6c5AEoperHdNLxw,4.3
LWXaZxOvcVA5l-n6HxEKBw,3.33
sRMG12fVSNEV3v--hxv70Q,3.6
jopndPrv-H5KW2CfScnw9A,3.56
Bdq--HStv8tRLuWO4c9N0w,3.0
cMmQsFyrYBv6hIE6NffqZQ,3.81
GyFmGA5UQZ4pXdx1lUH86g,3.46
GJl1qIvyQEs501rfw0hDBg,3.86
QnxwQy82MQa7ABg_nWQ0_A,4.18
OksbhhgC71Ary3zNHMypeQ,3.13
-flk3mw_ToHZFszsgFimGA,4.4
ZHmI4LNm4WegnNr7Jo4C8w,3.81
9F3ZmyGKIA6ALNWgEq3Log,3.35
iq46mlqoLmNQzTR1z8oqUA,3.79
pY6_ew_kvtlcUftSVtkRyg,3.67
_lA4GgcUKW1f892o5jGhBQ,3.93
q3Fa0PhTGzRl-05fXHIi4g,4.08
9wl224U7ZQrNggpWVsiLTg,4.25
_mo4LtybzPjvg-i6meN-tw,3.7
zCBtnQGfDsAXGNY_OIXn5A,4.2
AYRv5k9H2w7VNI1X-9fM3A,3.44
0KXxuKxlspsO6CrDLgQJ-w,3.78
vuUddBhwlrVijAAFvK5UTg,4.23
FFN8mUG9Am21mRElMzvY1g,3.96
kRMZ5hV-3OVkxdSh6YNw0A,4.62
7_ZhEUnA-ymFeBObvs40Fw,4.18
TH6_NDQIcEZkM2U6Br58CQ,5.0
AQxlX8bOQiSDwvlrHThnMg,4.15
mmJzZPMT06-4jRhf5L8laQ,4.1
5Hn3cmf16gCaZYCrXD8nEA,3.2
Jj3hLRO9JR8eFYhtyNN8TQ,4.31
uq1y9VRH9vOy91x8f4TQSg,3.74
e-tEKhqFz0o0IB5r6C-OsA,3.7
rBeuXzsBkGxM5pJujH2zAQ,3.86
n2BtqUzIsQv7Vw9pJc3Xow,3.33
jYWI9qJFCd1hDwF_dihPhg,3.57
dT5JHk1aJQhOty1kwTitHA,3.89
125BWA95-0GR2tIQDZ23dQ,3.92
sDDVSSr9DZFGhexEt3ifnQ,3.55
474gZer4_3IxqOpirild1w,4.48
qlBipIXCOkNERf0IOd-gGQ,3.11
oD0OOEP56ZPSMzHeYGgfsQ,4.2
rlcJkEoYzuiS7iF5XfXCMA,4.24
pCJomRpYoRBxbdOeQNkmIg,5.0
AzGhWXjSNPYaoeUT5W11-A,2.92
4Ljy3d6c_rzBNiqgWioppQ,4.09
-Dof9NwAoQwRM-GVPZk5zw,3.86
xV59HB14hq4XTecr3dFibw,3.48
dZzu54V8CCzh9sV18fUkYA,4.0
dUDzN6zl3j12zhByOrnF9Q,3.75
o44u2qC0xgQiIPYyNorvOw,4.0
cSAACR699NuLMqBPuKL8nw,3.87
00IVoTJHcLi9EgDQsFJAiQ,4.43
q8X9k4dyFsBeeDRf5Fq2rw,3.49
R9n2K6acBRqMjLVCUxgfOw,3.07
w1LjSa5wMexRIQ-82LKWmQ,3.6
WCBz-xTApNh4u1VA_HKNLQ,3.78
kxf8vla67ccASvtFUO15hQ,3.82
28MSq7NWzcLCGYXkX2p9KQ,3.53
nGYaT5sAuqKkd48dqX_2Kw,3.61
hjJPKQ1Ah91h3fVbc8GsOg,3.99
_0wsW5uexL4r5Pe2HtmKSw,3.81
9VPNlcKsL99FvKtz1r9qJg,3.83
GUrPmYze-oF6NFDJusiSNw,3.82
eeEj90eJiwYMLJfPW9kdxg,3.62
9mjItdXixKECanLV6RBIrw,3.62
F0ecO_eKomXZN1iGr0K7pw,3.53
WPnoGr_ukB5BubC3bITkjQ,2.93
9gKoIZQ4Do9-hszvCQC_JA,3.65
ZZFCchKyoC2hcSznw79rzA,3.8
bX2M7ERjL7HUvHLSExyUmw,4.12
0TuOVaf4sM11UUbqGRL-4A,4.2
GJc9e38TEtPD_u3EXovttQ,3.5
d78NImAvsEnyw5UwPBvmFQ,3.53
iwZ_7QuZ1tzT6pIZmOlDQg,3.69
3Jw-rYwJEz6jSqPgVVmmhA,3.77
jQcGFSO18cicLzCtjhvGBA,4.8
G8UVBd0oWiTaZm-XP_-i5Q,2.33
wk3JwAEeMuipzJBDTBivGg,4.33
hEhO0y1ZfnUqvUpnymklbw,3.68
ZZf6vwEgfKGZN3uNquORPg,3.92
E7pQvEw9tf_wxIRMWxCtNQ,4.62
OESKxoNFZcKl47NrOubgAQ,4.56
YhkpGX0LPsmxR0aycm1pFg,3.74
ddr63wQ7CdByADPnHNr4-w,3.09
eCHl0WGwkx6ENkHsiMYosw,3.41
tpOgdsqWcrlFyQSrRIua-g,3.45
esomNneHvsEv91MmraM5ug,3.6
iwv2iafHe23KSlwBEKIwFQ,3.1
aTi0NVrcPJWbN6jAsJVcAw,3.57
YTw0hz4Y9z29xtd4axMcNQ,3.37
8-2W5CmkDl9vrkxRpkiPRg,3.87
1xvQJ9N8Or8m6Dl74txFNQ,3.27
3hPmlMAP3PfHMiwNW_RUZg,3.71
S3Mu8tTBib4KxrxGob5icQ,3.94
7ToIE5d3_oyqJ6zyxg1OVA,4.15
MHqOB1BNjO2VhvbsMQCaHA,4.5
1rE51uSipcbiqQlkvj4Kvg,3.25
Db5IKqE1M2iP5EnZNDroRQ,2.47
ohyH0y6PY9WsV4cPj4Fh9g,3.4
Cw-PSJBNFtzWvUNeBsLxTQ,3.26
qQxDnjMexrsfltQV7I1mJw,3.81
iy-lnju3UY_eap5oztdkhg,3.9
kI1MoLcExqwmK7wcT5Vy1w,3.56
NeECANy-fRBpkYXBhcEoxQ,4.21
br7jwXG7TaWC1-vrZxResg,4.44
7htYqcN-F-c3LwKTEG1Mfg,3.18
hdARWhh0Jar1Ht-5jQ4OHw,3.84
n_lAaNGeWgspbbCJc0DqRg,3.39
VPXgY9lGJF3XC4ZpusxNuA,3.36
7brf9WC0Gr_7bUBXEHs9FA,4.1
v5UXUW1bVN7Q2OWX-lOjhA,3.0
ru8p3RTlk8f9LB_3zLXURQ,4.14
uBp2Jmip2qXQ0iWHUDY9sQ,3.74
9tVLD8PjH7Wwn_EAmCHzWA,3.7
RyKKn7lV7StxDngkGt_6_w,3.73
e5tC3XMwxHcBPuddEN8wnw,3.43
sEWeeq41k4ohBz4jS_iGRw,3.77
0ouMuScWJ3GuNtWEmmsziw,4.32
W9n_ZyVCXD0HfPqn6qriOw,3.01
hOXXu0S4G4wJWv3cE1Tceg,4.36
IGkoathSlJmIOBDGo9vUZg,3.78
btfv0CFoDX6vJCPms6-Irg,4.13
Rt9fD4mPsz4o3Octv97oMw,4.25
6ts41fCsDKHbFZaKOMNmVQ,3.9
DmQsIAMTwdj7hXKXLnD7EQ,3.54
GNVnN2A0FleRHO2oGFidvA,3.89
BOl45bMhk7Vx-KOYaZWSGQ,4.15
W9ZG5q-QIblXYeHgaPS5Uw,3.71
sf8ZPI3fBKv8skv0ccMinQ,3.9
pQ6ij6cOBRB3yJGHbVZHUQ,3.39
Wh5pL_iTBOj3R4W7cJWEkw,3.66
UjKzJ78F4mUi1rNS0EjH_Q,3.5
xgrNgHOs8F5JvEX38IeCJg,4.16
ESb5cHmhe5dc_irM9TJXZg,3.91
Aa66Zs6Lf_1_0_g50F9JVA,3.74
7jBDAmmio1YDfgbuAzccHw,3.44
XNodoRkZgavCyjexGkPcXw,4.0
4gIi4L7e870qFbnRemaoBA,4.16
1-A_PLT-60EZ9MsfbkV9sw,2.4
ffi2s4DOV3RtVBQFkWpRkg,4.45
qywVBBmOW9fbqWDi3XO8rQ,3.45
hVMdwvAgxH_WYWYYsL4kkQ,3.62
D5J4mKahKvUBJUTWanZwdA,3.83
0oRtnPHtvZIE1UNxCDDTPw,4.16
G4IR4Mqsg7kFLaruUpAP2A,4.48
pv82zTlB5Txsu2Pusu__FA,3.98
2KyJLMY3jmASmwtnmlBuvw,4.31
SHTJPF9xvkB912zkmvUw9A,3.61
ATxbUTytzwQw7Ogu2SHGvA,3.08
6AjD60lOn4Np6zTR__UW0A,3.76
P1qwZrslRv9KS9vPJNXe4g,3.54
9hV2Tf54ZFPcllBI-dwM_A,4.33
1nCnpUIcH3twK9seadY7OA,4.5
CFrn4uPdimzKfb5W6enGFQ,4.29
7QdByadgw3TqlgjrJvGTeQ,3.62
O2EjnYZeOxyewoldnHYnOg,3.75
vIBrfx6z6wvUFN5IJDLNyg,3.71
4vSGcZyNfIuKYUP6z9Cbyg,3.59
yIYQewxT56mvIDLuBm7k9Q,3.5
JkO5lXKzc7M0MJcojgvy4g,4.38
JL_cervg7k-NB199arXIdQ,3.7
28mNjM4cg0ZzOrsib5L64g,3.89
f5nCzPxSauEc811_Zt5k4A,4.14
NnCqDE_c3O74gE8MbpNTEg,3.33
7tcYpMqfre19jDtKb5GKDA,3.88
xOLR24JjRq3nE6lW-869Ug,3.5
eaX53FCXTykf5n2e1XsW1w,2.82
_XP8ZlSoxCwqczUoCk0X-w,4.0
jsEE-kL1yrhPkmvD5Y3z6Q,3.6
qdEXAYozQKtDeleky9NacA,4.11
2DCpsscwe7uSrpF8_dClfg,4.56
EmdTYH8B1OZ0a1hCFQQ34A,4.5
BpixBbjot5Wl8brVj5hT-Q,4.25
W_R-gVF8OHNrIhtmyhDnyg,4.63
KSBFytcdjPKZgXKQnYQdkA,4.19
DUKYeqmxEXvuaEYEpvmcGw,3.63
nYc2g7oEJ--3wLCLN6quZw,4.4
_FU448lj8RUeTbMulGMZdQ,2.79
tL0gBISWdQfwyAJuGBVLUA,5.0
g-5aOiGQbtlACKsWzb3-1g,3.38
mE2ll6yfwUvy-W7To3E0AQ,3.63
bXJ9U9e_zn8K1xKwqTArzw,3.58
CBLj0Bp6nsjF9dcTfnjivg,3.57
hGyKkRaJkOpl6jagEZAWcg,3.74
X-AOcuGqWACSwAusrjYIpQ,4.0
an58BsRsqUrRv5ZtedsNqQ,3.92
FRPfzzoSL4KKjLcy0Dm0OQ,2.97
NXCG7EJEY76LiVqhTz64og,3.69
mym5tXZoZCbuPCYQzI5Ysg,3.65
TzRNJqZOti3QmNIGXjAzQg,3.89
UsB8ugrhZwhKhBim_FD3GQ,5.0
_lyR-OYpih8fXTficqZW2g,3.62
mUYlwYTtgXTqYkaRit5YRQ,3.55
UXlI002lWvHNK4Q35W1EEQ,3.74
Z-1BdQOqTpkbrhyudwX1jQ,4.27
TTjO2JhQnEs44Mxp2WnDcw,4.22
25hEQTBIqvXoJYVPUMRREw,4.06
SWoWXML68esw-UhHRjLBQQ,3.69
edNdxDyzMiZCHEBMbo8H4Q,3.88
42d2tLnvlksgonof4-7w9Q,3.89
MYLBku4sRCoZmi4Z7yESGw,3.99
QQQ78Yom7_8m4jjWCPG6Cw,4.0
sgKj8sfJ0VqU_a4oxEk3OA,3.41
rxyZ2tWhKWIx2CEMs5H1Ow,4.12
vUBWg3dXVCDWvbGwWLrpbw,3.54
FMz2gZtSt7G1p3mODlpjoA,3.85
Ysk6muC403bMC_GPeAQLDQ,3.56
M8DaT0zmcumO5gfdrf0KEQ,3.14
0IeBFppLi9VTvUSIp_KfRA,4.33
UsULgP4bKA8RMzs8dQzcsA,3.52
Pv7DGHzZ-uqIUdOsqPpsVg,4.12
BkHuRU1JsDSj_vi03CBB8A,4.92
5ezjKqMQgibe-D1AV5fCWw,3.9
0CRk-70pIHwk16iKGVCpxw,3.85
fwIXyM_7HFRfkVQMne79AA,3.52
b8vpDCrjDwjXSr92JVp-PQ,3.7
tG8Wgkhc608DWrE4NZ5KzQ,3.83
PuFHZo_8ORYBZoOn8RHjpA,4.55
F9P--h4g6gA-C_nO7OPUnQ,3.89
AMwq16hIcSjAW_PrUXz8GA,4.24
Wf1x15Wc6xuA5jtuWlTV8w,4.53
omGocLsyIYeiHPviDOAa3w,3.89
bWZRls8Gsi7FKB1WpPx3eg,4.5
Avf58wphDluj8O4QtMgdzw,3.0
qLCpuCWCyPb4G2vN-WZz-Q,3.76
PoQOIZc2q5nud7uVz_jdjw,3.55
