,user_mean
bXpfj8725k6deWK6PZD-qw,4.22
WPjR6viRLglxD_BMztch2g,3.31
NkxFV7RefN87jL_LeVlIPg,4.14
Cys_EANL0zJ0WZfU25Pg7A,2.33
WUyljiflWc2i8K0ZsL_Nyw,4.13
gu0Jyzfq0c6rXbCYL2UzoQ,4.0
8VikyrWXFKL8GU1a9t-o6Q,3.9
BKuS-8AQdQ4h3pzUAMdJDA,5.0
_PzSNcfrCjeBxSLXRoMmgQ,3.68
ecRQDYuE_4Sa3P5v8DHxzA,3.53
Cxt0n_IohFGXncyomAEv0Q,4.29
w7ThL3yMoUtNYnEDdIn33w,3.78
WcnFWEVx9HO4eplGqvvr1w,4.09
SnHF8ylP_6IGX8ISrkEjtw,3.26
v26k4Bzy9GiLLlSmDk8LfA,3.75
gmNM8_mbR1uBRwbFfi4syQ,4.0
edMmwV3hod-WEkNS2WPADQ,3.18
-RGZxK5ZXk_zQ7KnaUOfug,3.33
UjKzJ78F4mUi1rNS0EjH_Q,3.5
Mo209rPmycajeQmAMV2haA,4.4
MLNXzph9nlCXGiSuv5G5Yg,4.14
1yWUlQIerdZ5MEcDjK-LXQ,4.19
AdEy5KAIlMAy8xHyuMQCFg,3.7
l2wXNANMmbq8RW7TE9hkog,4.0
PHKe2H1tKwECKNSX4iTTMQ,3.79
Aa66Zs6Lf_1_0_g50F9JVA,3.74
EXti5Kw0Ao8KGXPIpSJaoQ,4.14
va0CpyGqJsF26ZHHn7-dAA,4.12
BV8c4QZEzvPWA00ZqJp-jQ,3.88
A706fiQ5Z4uydScSSsQhaQ,4.14
guT5ZW60rtlnsU15-DYoXw,4.19
Q0eGJ635u79UgxOIUi8NLQ,3.92
NSegQ2rKzytpCoaCzuLUhg,4.6
qeVLQCePbacAwFL9mBaRbQ,3.3
3jUSVrYmQDqLozgg3KMyJg,3.33
FyTru6j3I5awXag0rfVIZw,3.5
yGs16xQiN3dLo03OQyto8A,3.74
ZubK3U5PlTWy4VIQG_Wpzg,3.33
Yy0xc7pWnQkktBI8-zTYfw,3.79
7oMqFG6Su53dtbkVnF80Gg,3.85
5rTusmrW2GgC0_gvxBFNXQ,3.43
SCdlRzRSZcj6NzhtzynaYw,3.57
Xr-DzjsaQAPx5Yp8NxYTow,3.5
59pVYStY0yKpRmODFIfDww,4.25
HzOXWuppsLyjy2iXEuXjRQ,3.51
aqmtZa9o9K4casagyyfpyA,4.47
ka0Zl3em2LMYX48FvJp33A,3.86
1z5g776arNE0zf9Z_YAdvQ,3.41
o3FDn0YCRJpGHMPrpuUUpg,4.55
M2W1nTqC_uhhN2iJI_elMg,4.5
PYtryNSk30ytqOc_36sLPw,4.13
CEnJovGiy51mXpeM5DPI5Q,4.8
E-sk1EtZushUQRFI_fxa7w,4.33
T_kMEgHqIqwbHR_7yhqWFw,3.4
HslReRAnURM1qrOTT0kZ5w,4.18
6gSEyqsIboT-0Ap9ammKbw,4.17
p8dSifN8MWzbygrSqoqOyA,3.43
abrMcW5457gQ4ya379RPpA,3.92
YF8uJO3OOvM-dlVwoLbitA,4.06
y05bv65OCTcZgB0GhO8_sA,4.15
9CIwY0Uvy9L0Ss-Z4YGwBQ,3.33
Btph1wnrHKSZs6DkZXfMXQ,4.45
qASPib1Z8ft8e96dtbh66w,3.77
mMSWtsCiMkzGtd1aMhh5VQ,3.81
YwsP21V2ATnquSHJqQj00Q,3.87
3hPmlMAP3PfHMiwNW_RUZg,3.71
wC1CPV5bf--bDLtlhNSPLg,4.04
DbU4ZOoZe8pZ_k5CD8k3iw,4.12
EAJjMgKIjiaVb_2Q9ROeCQ,4.21
Neal_1EVupQKZKv3NsC2DA,3.54
f2aH-hqBtQLMGegUsJvi9g,3.8
1_zj7B1bRgE7dC6tywUcTQ,4.17
hno-5CTo24tD9YRdglAZ2g,4.2
0Teo0yeF4aMYow0d6Db-4w,3.47
8c-U4JkTyMb2CmQ4QlMxRA,3.83
9yfH2b8sndVh3X9HY2SAAA,4.3
Sa64rQmghfE9i17_dRIDyw,3.71
3vji-OjNvzpyxbBZcOW2kA,2.0
3unY76AlkvzhkzthLCQJMw,3.0
UXlI002lWvHNK4Q35W1EEQ,3.74
FxsDHxM9T4AAIkzGfcwd3w,4.5
Pe5CF6_2kkUxLTuQUbGAEQ,4.33
qK1rzRnD-QD4sRxDU4NhlQ,4.05
xdhu_CZVomaGPD2qB0IQXw,3.97
u4wFttKzCaLHrtuax1x2xQ,4.3
W0J2BAbpWFkPhHLuXw0Gbw,5.0
52kFbzmnESz68sreMZpMMg,4.55
t95D1tnWvAOy2sxXnI3GUA,3.22
eRtuJOuHBXoJ3GRlAe_eTw,3.56
fwTcRziQWLR61LDDm_NxYw,4.0
W9n_ZyVCXD0HfPqn6qriOw,3.01
DPVfcERMYkzf10rd_ySr9Q,4.67
90a6z--_CUrl84aCzZyPsg,3.99
WG4_lXNVM2cnXYgQRrtgUA,4.67
zq00Z8mtGxOsJBWuR9-BRQ,4.11
DWswYjx1cBNOCW48MlFF_A,3.85
_D1zyYMjll4almoGZjBmkA,5.0
TzRNJqZOti3QmNIGXjAzQg,3.89
oy6fdscGSXY2gzRqF9pZxg,4.04
w-MfmD1d9vNIwjLcU1QO1g,4.1
3-gd5DJZnpIulyFZ0HZCPw,3.83
Ti86eeLrIhpNHDpjbla_fA,4.2
AirVzN1BVQBmq5zY0YMNYQ,3.78
g5XFARMWC2rZrujXRCa0Hw,3.64
h2AKBbrycz4bzJ6F8V7a_w,4.88
g8VIu23eWi09GDfjdHrnaA,3.47
yETtApEyYQAmUQVOBgUjhw,2.94
EEsYi_yEGWADkWJxkkWcYg,3.86
A0y-ani7THDFXYIMf-9_lA,3.83
-l-FgTufv4eRX-Zya2sdtQ,3.38
T-HUEwlRl5d6lun1cZgiCA,4.5
tXhlRAnR3_GoWvewfQni4Q,3.87
2IzvIQSqn3RfKxQiCBZLIQ,4.33
G7yQgNDT1SRG1zv7d3ZvWA,4.65
LR1_Ac2ATT5JEEoH7nUGgA,4.75
8d3AGso7vTLYxXrLrkO9aQ,3.57
OoBojz3Vk3veS87Kk400oA,3.67
WBnDaCld2S9hvmFNIqWCEQ,3.5
x7pA1NPK9UOGskaZNuSwfg,3.0
BHLMwsKIFaZQYSjQ5j0KOA,4.24
B_leEp0XWSNi5_HQ_BLAAg,4.14
XWWY_FInjY6l50z91IEKAg,3.74
I_Y47QFSdnZwZuN6IygWwQ,3.35
dn9DSDp9CYCRffmL1voq6g,3.85
4vSGcZyNfIuKYUP6z9Cbyg,3.59
1fFt8FJ8rMQC4loPztBHkg,3.35
wIi2J1UGRB2G_3vu5eNK3g,3.95
P6EBeMvWH6R66FptYfxEvA,3.8
-Gylxh4yUIsUbOeXyrqeHQ,3.52
8-98T_0Z1l9hBYXHfaHFPQ,3.52
IKJR3VafpwuJr7ILYnSO7Q,3.45
ApOSzkrrEza21WGcgLXkxQ,3.17
A0r6dCcT1UZJcEkdYs4H_Q,4.07
A7v8TX0r0OziLD5u8p6wgQ,4.75
w7yGkXLhEJdF1VxTsV49RQ,3.78
4uS4fudBkPxlcXR4eycb-A,3.5
HuGmiFh9v-YxY9FUGx2xHg,4.15
aixiBCpaeDChv8iGblgmNw,3.71
eRt02n5zLvhZJK8wDbXsgg,4.04
KJo0cru2sBJyufnGkdHgHA,3.56
KXbybW2X8I0uJbKvJxnZIg,2.5
m-p9ILrmc-g2YN_vfT9WXQ,3.83
M8DaT0zmcumO5gfdrf0KEQ,3.14
YcfQUl1QX6bba98-KJjp4A,4.22
G9LX30zvtOMlRmQICPlAsQ,4.16
Bq4o8L-bmu58H42WM3iCqw,3.71
GJI6yunTW74EUfgUFHR5dw,3.62
YuuzQtcqBpuOzi8ZJqfzTg,3.89
19FkHmJef18CJedDPgJ_yw,3.61
XM6M-WWbCAeLy83jrABkcA,3.6
acg4JUKcCvxL4usqHgCO2Q,3.75
j8ocPEVty-EEYQk_Zeldyg,3.6
ky5-mOk8-9M-NlLr8Jh8rA,3.37
umn7lF1vDsNEEkFE7ipvFA,3.55
PZ9FB1czAYXuxLH7eegBvQ,3.78
nc3cqVN0UuB3m50-CcMftw,3.96
tDSDuMzwQiI44W8cfxU68Q,4.22
J3I2NClEbD1Xr8lOdjxlqQ,3.63
pCJomRpYoRBxbdOeQNkmIg,5.0
gO5qs-ilS2-NfIqa1P5_uA,3.88
hFG1Lira7tL_PElq6bdAAw,3.44
huTDGf8mt5cfKkIcUuSSdw,4.11
Fa0cKTkPhxdYi9HpcuQh8g,3.43
p9yPMyCL4lqlIxdXROITsQ,3.37
J-oVr0th2Y7ltPPOwy0Z8Q,3.52
0L9-VdIXhFXLtyycZxbzcQ,3.87
oIVsVM8H273aoT1JUmsDIg,4.06
VQDgEiTWbiQ71Lnqp6IX6A,4.44
Ey3VjXX9CTwyY-KXysbBUw,3.65
1rE51uSipcbiqQlkvj4Kvg,3.25
sr4HxcIgqhStKh6_7FhdRA,3.71
rK7IL7sAE9HUnXifPvPomQ,2.86
SJoMGpnY0DVtMlpjFK78-Q,3.66
r8xfTpifZ7gP5Cd5CSQaIQ,3.51
YI0L27dUtpQO3HqQpUxkHQ,3.3
2me-yA-ogtpYx0Ai_83YoQ,4.5
npb5jlKwUG-zKETzZxuRQQ,4.67
4dnDsoHuxUtzhaumxbpR5w,3.55
9IAMTjvhfHMoCqggUic5xA,3.0
ClItHsk05vOKhg4O3DtMqw,3.87
PwemCNJqvGerNZHbSSbmFA,2.97
-iArS6zaHaXYjT20N1vXhg,3.19
8GEVI2ed2dTW4_qYjYLfGA,3.33
g84VjttN28PWiv_WtdhnSQ,3.51
QbmLOhkI8C4esBGcY1q5zQ,3.8
LqMpbjrAR2SZGCyahK-9Gw,2.78
AFasKOHSOMgFZfny9WzSAA,2.92
SUcoN2gzxMX3IPfBWp-cSQ,4.26
9Bdgj3iEZgx3fygSsvBs7A,4.22
mF3VUdKq6kR-MXaFaRfzQg,3.93
fMfy2O2nPk3XWWmWSbszag,3.82
mSyCw4WTV3oLtTtRE-uylQ,3.22
jvwnIG5wEjdOsqkYJgN29A,3.12
tDMKel4O4alppRET5PCBTg,3.62
coVx1HqVwOwFl9mrkYBvAg,3.67
sf8ZPI3fBKv8skv0ccMinQ,3.9
k6ZQA3DJ2EfZJMmadBlWNw,3.42
vzsmD_W1kfZ9VXW9-mwKrQ,3.0
utvgWVQlAgxaOuc8SRhGtQ,3.62
2DFK9ZlGM3KqNCJGAM4eZA,3.89
GrSixRnGIxNUJ1Cn5DNX9A,3.65
JEjzUX-9ZjZl0nXs6kgc6w,4.09
HaDEZSNSTNFmq6laVB6ZMQ,4.11
y4JCKsEm0KlwtmHpZhbA4A,3.45
nxAuvkD9GkMpZK7BYczuPQ,4.38
_FKarclmeSODZdORt3IWAw,4.29
aQQn3GztQ_gTb0QOEnxyCg,3.63
OSgPbiTGuoqlCkaWgekjbg,4.04
hA3nsXht1PdmxX3YHU-I8w,3.78
_2oYcAukTIaexAnsjUo9tg,4.08
RW4IaTPNzdbvpiI2ogfSwQ,3.12
QzBwdhtjO-8trteJdwaJzw,2.84
SHlkGMta-B3lXzlQBtrUvg,3.73
sR_mlVzYpvpunzwjRGJknQ,4.0
BVNhxriMNi6edgNwi6HMaQ,4.01
rAk-41w9x2H_xnzAvek5YQ,3.29
JcsgdLl4HcmAHMRhgsBK7Q,3.67
luUUqt83B54Hk-SDJBYeNg,4.38
kuG885n5SoP89TPG0NEYHw,2.53
XNodoRkZgavCyjexGkPcXw,4.0
VW7Fc5rqe7XjJdHOzMPo5A,4.57
7htYqcN-F-c3LwKTEG1Mfg,3.18
1fr8b_rv3xSzox6sN0mJ1A,4.11
8ZlyJ8GvYlm-4T3fPZQTnA,4.33
9EWRL5g1FwSYqUydQgiJ_Q,1.0
UofojaVIT3m8qPXHl9J0nw,3.57
YZ82I51Zedr9U6e13DO82A,4.0
1FsgDucpH86m-jWnKnSUxw,2.75
m7cQ0IDmsc7BdE4ApNNiKg,4.0
Gzh93lma7vWTK2WiENHd4w,2.33
IbNzF_SIdZioYbLnL6F5Vw,3.95
6fcjm_ldkDBt0EO8eItx8A,3.59
McMS1Xw6qouR8M4pygTNDg,4.26
mqueHx5CFC9IsZxLQb3H9g,4.14
3Jw-rYwJEz6jSqPgVVmmhA,3.77
nfdr8ugyW7hWxpbQjw65Ag,4.0
M9cZwNoSKQDUVwO0R8UwIA,4.21
PDRWbCZa92irf8mK5X_Kig,3.75
1usJIBBfZRJ39bocPG7HWQ,3.92
5xUUzFaKAcrFOPTgMKBfww,3.06
AYRv5k9H2w7VNI1X-9fM3A,3.44
rR5W8Bj-IGu6sw1_1v4m7g,3.92
LT3L8-tthzD0IakgXm81pw,3.15
4OFp34tCTh9Pps5nsjt_lw,3.85
G550WlW6ifOGJHvMkYWDQQ,3.58
iLu2fqV8VndrCzqDO7tUpQ,3.58
XyaIK2hN3SNMohT5AbKxbg,4.05
hQ1rEj-8VY9vFYYNsjXoxQ,2.92
uLtmw0t-GvXUuIVRIVhotA,4.18
Tc9rzrDGL2JK8ltbPNvwKQ,3.75
XEod01j7vuZv9bNKhKu7OQ,4.09
jh8H9JMocBQ2hKDIlQmelA,4.0
0N8xucej5JJiCVROYrycgQ,3.6
kos4MkM2h0UAdupVDuTziQ,3.85
RqsbRb8-LfrBLi25BDFvYg,3.33
_fbvlajq2-rkZpu_n2FeHA,4.2
tTa7FOsuzCMJNyM9d4Riew,4.02
j4_o6f96akTjN3e8fHFj8g,2.67
VMKhjcUyFCI2vgGTooF7-Q,4.02
xAFks90fpabaEAp-qQKwiQ,3.74
KckzOFAk7YokMHTyqLvpIw,3.82
prRoFkx8fgt1X42jTAVhjg,4.27
u33Vpx9csHNHhBK764kDzg,4.03
a58D196J4BxujUnO2-7_bA,4.89
VA7_Zc2hW1QBLUuNoiXaXw,4.0
w7rPKAKTbbWIsNSYOozBvg,4.44
Oq3jMOJPcKcxde2cAqjxiw,4.38
iOHcz7xQcSuKyHpti_HlKA,3.67
VcIlVWhLQLlKoHfVhsA97w,3.33
x-VheAiykw0paUqUV0u2Ow,3.83
y7w-dfYc3heWMY0AqZYNTA,4.0
hRZR5_kXRG2yB-zQJloHJw,3.79
LAyhoxf90n_QEF-5TxjJDg,3.64
drTVvMFoqZKKkY1iAHyg9A,4.03
5lq4LkrviYgQ4LJNsBYHcA,3.92
1PWFPOmqvLx3sGKuuKQr9Q,3.57
ezxgXFeFA15ooTd1d_rdeQ,1.75
ohqcbH-8ZGut8VZMNx-ZmA,4.0
qwr3X7DIOlviqhJ-1Gt1_Q,3.0
HHv6xqK3XhpAR__p76efJA,3.66
MfBHBiSNol6fsNU46AlhgQ,3.0
HpHIRyT6jL2eY46FGDfxvg,3.35
Bz2igotNP00BeYeo32KaSw,3.81
N7lSh49zQ13sG3Jpa9E6cw,3.33
kgyv3ctYEZ0ACslpoakunw,3.31
3f_-pGlAZi6a6ZySrsspVQ,3.9
PVbcpvrSKv2GTBK9QiQgiA,3.72
_j4PdUTEw7N3NXQM628ZKA,3.75
9-ERSaoWmopsfHSSc2vUng,3.82
U6Yjkk4m5Zqqc7E1Qz0EZQ,3.56
bomxdD965gZr9j4iuUIqjw,4.0
PTCJOtFcT0Y9nNJ37FV99A,5.0
7o8ftQox8Usmik734CwGcQ,3.71
4CgusCZkipvUhvBZrRD46w,3.05
cldg7gM697tEH3ZHs5B6ew,2.77
5o7opBKdsXz9p-SIQzcFWg,4.0
W7nkIA52ThKHnuNQF7EMnA,3.29
jM-Ut1AG10FWKzoBFSC2rQ,3.6
NoMnwqSNaDRf-lcwB5DKOA,3.62
xq10i6hsaFuIk-DCJGcohA,3.91
OfjgLGuKszBYouSPSNOgDA,4.0
HfNSOBGT7payhKfl998BzQ,3.69
ZRQdOIIhzrzE6sc3emgM-Q,4.3
X5GbNXY_nNoa_vTZDD0aCA,4.03
0j9BH_ymVlCqm3qqFWwoFg,3.74
Hm8mxRyPSQqTPq0JVWNSpw,4.31
0Ke0iSAPYi8hUVxLocAlYQ,3.93
e-tEKhqFz0o0IB5r6C-OsA,3.7
CEBxztFRW3wjLbEf-2rZEw,4.0
7RMLKkeSYXsYmnwTCOze9g,3.58
hGyKkRaJkOpl6jagEZAWcg,3.74
k4-6lakq7t3kCgbvPxcuvg,3.67
pDSMS-IW5wyZK0XBi4jnDw,3.86
4sIK_74UwkKU9YQXIfgCdg,3.85
1F5G7Tdo14xzsGyISkHDvQ,3.88
_tVtwI9UKHpmIHb76LOzAQ,3.6
-vRFUY8ixuNniCCNVvmkRQ,3.93
-2VqtJTmSoGFQWFIuJVZzg,4.07
KwaNxPCinhUWD9W6r-2QfQ,4.91
kOb1hWSwA6aD2mRVy6lqFQ,4.22
xfw8eOYmfMphj7qe8rDZOg,3.8
4zf7FJ_LGXtPdkiql2vdsA,5.0
dxlvJ0STaAj0-MQ4XIobUQ,3.25
dR5Evv096qKPLz7LSIOHqA,5.0
lPpUERljy4DepQEJY4Bw6g,3.0
H2cZDkDiVszLutRl5_4eRQ,3.63
ZuuSSCrYbj-vGIjqyzfp0w,5.0
i3bxC2dAhaftWX_5LQ54eA,3.65
Hb49IsEZltm85wLz3uMrmw,3.41
uZ-vivMs1ShNceIqsfhBPw,3.3
ULaLDw26ZdivSbygeK3ocw,4.0
oC0kwGvgaAeT3ZIxdxTcJA,4.31
Gy9nOzH_L8NGCjrQr-ntng,4.19
IMsUuPGFQoNMeZzbhqtiCw,3.8
Ep3anRsVSShs7O4DlEmoWA,3.68
4_YfcfHkCem1onJFkItxjA,3.73
KvVJJqmbgQaRPtzyi_84Wg,4.52
Ak2jlINPRk9dWWazWUW2hA,3.97
RNSGaQSkC56tGPfKt9lHjQ,3.44
azplqaEBLGzFzPyYBRP7Ug,3.5
tlSSQwfHYJany7wPoTH46A,3.37
9JKuE7C9JMPY2KJum6hbbw,3.75
9naiHrcKCUe_YFXyStyL6g,4.0
TSiSZ4tJ0htM21tfgU48xQ,3.92
2uwlUXtK87VyauSkNpF2GQ,4.17
EGlqOFCbnrAEIvd86BS2_A,3.6
Oo1IfaVzdQrAKPfE6OfANg,4.67
oubVUZ_h4enNSrvWNo6_og,2.77
BOl45bMhk7Vx-KOYaZWSGQ,4.15
AivhZeFM9EivrtQTc0iz_A,4.19
6r-WELTsUsWe77AEBdVG3A,4.29
YZHCm5e-d0wu9ssUIipexw,3.97
4OVKTcAZkXSChwrZnkPVSQ,3.09
FgauKBp6w-_8hOY1CRYMoA,3.86
_uLtybFNthITalKyAiFurA,3.63
FL1xj5qKFZkU5GXVBj5TUA,4.0
ApRRz7fmtLKsfFU6963OUw,3.93
6e7pZofhDuIlD_rX2oYirQ,3.72
SL4cyFBZjz3ITY7ONDOT9A,3.25
YHsXC1pBglfXQNhVN_weFw,1.23
XOxQEeYRZOPdJDqOHnhYig,3.7
ZHDv3b9ydYpLoG-Ez4HBhA,3.75
ru6uX6w_ms7B_Q3U7wMYbQ,4.55
tPNndYGOnX0nQ7OymY_B-Q,4.67
NWEKM2JBpPCtvGtIsRAgMw,3.82
NsIoM2PlaL28E-jbrs4Zlw,3.5
kWIyajQP2mEv93yj34oemg,3.56
3dno9Y7mtvi2tq6IfMpDeA,4.04
Qv1pqTSLvwZf0_0_9ubMzw,2.89
K0YMZcrmKRPEQtvkxIebzA,4.35
5je-Jg8tq5BWxJtDBmTK2Q,3.86
IEFyvGVxFKhYJDyEV5Erog,3.48
IPQ6O2M9JxwvmvHpO8-NkQ,3.86
33vUIil_GCaT92aUaZhRXA,3.83
daIpWErq5JB0xkY6lvEmvw,3.75
dKx6EdEQZ3-ngWOTd0AFpA,3.75
_je3JpAk2SghGPgd9LIJ_A,4.8
4i4grJsSI-vPyJAOFzVCnw,4.24
Db5IKqE1M2iP5EnZNDroRQ,2.47
ngD5RF07pxwlq4euexSluA,4.29
b2DKC4kC8-QeSeGZ_MF3XQ,3.53
6EfkWcAjGpGmD4T7HOd1qQ,3.55
lG6Q5OvamVHUSk9MPE6Q4A,3.77
yk8Se7MsC4dzSqt1b9QJeA,4.75
9VPNlcKsL99FvKtz1r9qJg,3.83
lkHLJZc4FempZ4ROvr3nRg,3.47
omuO9FVYAVRTybkSc4a4fw,4.26
nGvxLe5jdJGbxTYt9XjScw,3.37
yC5zcdiAKjzzr2Y1awWsqg,3.4
br7jwXG7TaWC1-vrZxResg,4.44
ihZ9UuuFI_UOySRqr3KFGg,4.11
YoBu4TVcP5YHKOC35NPXQQ,4.28
XGbKwEyIojBUB6wCBKQdoQ,3.5
vIBrfx6z6wvUFN5IJDLNyg,3.71
42d2tLnvlksgonof4-7w9Q,3.89
_TfzMPtfO1LZRHHedDsoVw,4.29
sfMHSAEaw2EuJJSdfE4hGw,4.6
uWr21MBjmfojZ4MFaVlong,3.9
qjawvlgXhmZYLp0DDSTS4A,3.84
YJyCUbX2cTLnwyJ0iC9g_A,3.74
zn81QpflLDUaGZkCMUowCg,3.53
aRFzf3hOKwgyQ5MtsJg-fQ,4.18
i4MKtZoii8WCSq518WvIkw,4.1
sKXvBM91tMQZTS4bDsyZcg,3.85
7H67UajafPlYolAH05XhGA,3.88
nLtHUAHQwhB0GeZXOJLu-w,4.5
8KBmUXP4gUoGPxNKnHLpjw,3.67
VmbTDmF6Ib-wWtRzyM1fpA,4.16
9RfQ2pVYnVSSJgqxLymvqw,4.42
P1xymuKbIrAzWSDIbE5nJg,3.76
c_XZwsOmiy4tc0Mmk_F2xw,3.9
XK6zI7QWNRuaXoH4LSeryA,3.63
onCVo3jNuKsSk8HcpDE1sQ,3.74
44R1syuo0et8sLtRnCojkw,3.98
mA-JeZ5IaTQfKzNAeCYUoQ,3.97
LP8JFPcEtA0ti8g_BRBX4w,3.75
wWd5MxwYm6mlp8w4A1RJLg,3.84
1Q4mCt38rIbe6q73bOx_BA,4.44
OjB_eTnpKLZhePX0VhzDnQ,4.17
QsMCulNkOazaGtyC-e8Fvg,4.8
0bC7Urq8fShGmwPkDoB7aA,5.0
Gp0olr_CLDOFC4NYn0h9gA,3.54
XwwVAjlatouyO2N_L8HaJA,4.62
sI1h44NobQ6FVF1RwXgEBQ,3.67
37x_Co5FP6HkPnPcVDWl2w,3.89
bli5yHYNCZzdnRg8s7a6cg,3.85
rV-B4sIzTbnvsYZZi2Nyrw,3.59
vhxFLqRok6r-D_aQz0s-JQ,3.52
l_6XDatGLHfkGxl8BjI2Ag,3.75
tnaz6zW7sHsUhUtYYaZslg,3.73
tcDy6W8fa48aoFCyuWv2qA,2.43
VH1WbmbrUvgvSWQr68QA6g,3.41
t5oluA_-GZ6ykAjbSSngOA,3.0
qaogVXIa3uEG8gnUZ4b2Mg,3.94
TroANF3f2PuYeVfSItxxaw,3.78
OtW79bpAv4-4sixPzhe0IQ,4.67
POHQEtLi_u1MkysI7Hn0DQ,3.0
N-99DP_5HneEa-6So6a3pg,3.39
xkTbpCc-YhU8-EXZDA7u0g,3.69
tPSCai0p9S9xG0Mnq9js7A,3.65
lCqlVU-zS9IAuPB6XXlLyg,4.17
O8w525BpmlvbocQRhavfmQ,4.33
DtTuVmtooVyMnGhwPrzLww,3.58
nYa0GRbjizzzKoVOm9-lsQ,4.06
j226NDzciQjtwol6DQi5hQ,3.47
aJpeLIQfycldZbrUIdN_ZQ,3.35
FGZkbk4G9lUfBrT4BlsyGg,3.89
sWtIduPNp6MtUPrGnDcb8Q,4.1
4nhpjqzX0fkLFRLRcAPbjA,4.75
s46IMs90b6QRi1C9Cna9sA,3.72
iC_ziyx6v0FVwQRwXzmHaA,3.76
2ejPSikL73mYUtD19nK8yg,5.0
_qDCRA8PTafuoXc0VWyBlw,4.08
iwZ_7QuZ1tzT6pIZmOlDQg,3.69
fMOtWYbGaSHQL908xoQjMg,3.0
EQ3IZhelp-DIdugmrbQk0g,3.36
4IWN6WJcl64L5myjks7i5A,3.57
A85CoBQ6qSX8d1vVlvPgpw,3.85
LbgQK5B_5IkN77FgRJHhrg,3.81
qUdXbLXXMjvFmf0_DTODiQ,3.69
X_m9AySkNyZCsnxCuYZ2qg,4.45
7tA04v45dzG8tADZGLrCzA,3.34
yy3jXczrKljJGzjo24HWfw,3.35
Xfv8_MeZi8Dev5hx5-ISwQ,3.8
mDS8rlDOcgRT3PMHGz3tug,4.11
HJnszqeMUpFiWshaAswueQ,4.29
uVU1FyUPPVxzZ8jbye-rFA,3.79
7ToIE5d3_oyqJ6zyxg1OVA,4.15
qAUOP0eFIzj5nIFuWJaTIQ,3.27
g8a_CLScjHztpxY-Sp9_6w,4.5
bpgpImWo7JBvZGJCN33mSQ,4.0
_7el1cOgnfkNfmZKi277bQ,3.62
3ZK0J13qiy-OwMo7v_eqtg,3.98
HU9BoN7bWUyQoQ7qX6w34A,3.84
tTO6rv0Z9aNNYmmZU_BR4g,3.5
Gj_398oemu73V9DEFSYZjg,2.89
UWZS4I1GWctDx_L2TPNpkw,4.17
v6CGBT0OoLRht9dzo7vaXg,3.9
aUX_97sAEb5Hxzzq4Od4xQ,3.2
NlxI17VkYlTRxMJX3XduvQ,4.38
xpMHUEbvHet50XDg98fJOQ,3.7
3ZCXICAWIPNaIB1M_mAX1Q,5.0
uEa6oypnFtwiJcFFFOsIBQ,3.98
lKAr9jH7rfpN8YuOOZyHDw,3.49
o8J-ergbGYjrUy85I_rxzw,3.54
xs_fnNe0hofd7ZOupCjesQ,3.56
xPyOv6xUcywHaLEPJ4HWQA,3.67
k4fuk1o0FXyKwrtBHq1PQg,3.71
onL6S42j3dbsvilahfOycA,3.58
Bdq--HStv8tRLuWO4c9N0w,3.0
_jjIaczpcVDpHlH6l334rQ,4.05
l5upkLok78p-NQN_3uurrA,4.0
G8UVBd0oWiTaZm-XP_-i5Q,2.33
-9mljS0O9mwdOnGv-Oea3Q,2.89
WgPGywJp0pKS-ncbvm4M8A,4.14
kRtMMqEfi-MrI3iL2d12xw,4.04
lczLjHO7zIhrmSlOXI3ohg,3.6
qABKRj1ggJmtvrL9FMFtuA,3.8
ZtgihhYR1fy_4CNwTqCUyw,3.77
ffi2s4DOV3RtVBQFkWpRkg,4.45
wSiZa_6c4VX_WMjmRLzblg,4.06
SHi0ZKtsebge11hV5LfbQw,3.33
_5Xbe23yDhtR0D_q3yJqwA,3.71
nbofxFWHORebBHh10OgYLA,3.94
3gIfcQq5KxAegwCPXc83cQ,3.43
AZNp2qEdKRkqO7DT2ggaAw,4.3
hduuRwJpz8gukqbFC26rcA,4.0
meBgdnN_Jw9MOwz3ZzqQEA,3.53
ZZFCchKyoC2hcSznw79rzA,3.8
LEKQ8zV9yxfPpkmRk-QK5g,4.3
UVBsfLooSlDcsIi9AiiAqQ,3.93
8dbRf1UsWp2ktXHZ6Zv06w,3.99
Qn8PxVBzFOm9FC9mdbGgbw,3.78
sqYN3lNgvPbPCTRsMFu27g,3.54
ZZ5hV2jcxchiZo6C9AXq_Q,3.88
tapowpemeuVdBOB8NFN3Qw,4.0
DcQERx2GW3CB6cfP_4xblw,4.75
cb_N2blI9xsF8vaFL5Cwcg,3.15
2XCsVpAMsGUykrM-BBFEXA,3.72
2z6iqGDKZ547BHnGwpDBFg,4.07
5RxpP2Woo7CpOGUmKgDyAw,4.19
bUBvxrWdSF1eTNQUKmXGwA,3.5
8Uuwc4VaupFWvlGRwOZ31w,3.88
xB9Yze6uC1mJXEzA8wpWSw,3.96
iUDzGK4jnUZ-9s_MQ0MgeQ,3.09
pDY43B627xZTcZhJpMEpSg,3.89
fIvDzLhs-cXbTKWp8P3eIA,3.52
tCKN_ILGifNvpJMENTXOkQ,3.89
7cMb8qKT78PnsVxItHxZ1g,3.67
1zjPzcFdboSqis0Fkhccdg,3.42
CcnyFhixeLLIw8UWYdiU9g,4.22
rfAWfNc7dg5b4OKvFvPg1A,5.0
